DATE-YMD,CHLA= NASA-combo satellite Chlorophyll (mg/m3),
2011-03-15,       5.805,
2011-04-15,       7.238,
2011-05-15,       7.102,
2011-06-15,       5.213,
2011-07-15,       4.063,
2011-08-15,       4.695,
2011-09-15,       5.733,
2011-10-15,       8.379,
2011-11-15,       5.272,
2011-12-15,       5.982,
2012-01-15,       9.332,
2012-02-15,       7.079,
2012-03-15,       6.843,
2012-04-15,       4.455,
2012-05-15,       3.579,
2012-06-15,       5.365,
2012-08-15,       8.661,
2012-09-15,       5.881,
2012-10-15,       6.197,
2012-11-15,       4.553,
2012-12-15,       4.311,
2013-01-15,       4.568,
2013-02-15,       4.240,
2013-03-15,       3.408,
2013-04-15,       3.803,
2013-05-15,       4.462,
2013-06-15,       4.114,
2013-07-15,       3.970,
2013-08-15,       5.523,
2013-09-15,      10.212,
2013-10-15,       6.483,
2013-11-15,       4.512,
2013-12-15,       5.235,
2014-01-15,       3.718,
2014-02-15,       3.482,
2014-03-15,       3.362,
2014-04-15,       3.450,
2014-05-15,       3.219,
2014-06-15,       8.869,
2014-07-15,       4.602,
2014-08-15,       4.493,
2014-09-15,       4.538,
2014-10-15,       6.141,
2014-11-15,       4.514,
2014-12-15,       4.573,
2015-01-15,       3.973,
2015-02-15,       3.847,
2015-03-15,       3.568,
2015-04-15,       3.521,
2015-05-15,       3.719,
2015-06-15,       4.170,
2015-07-15,       4.040,
2015-08-15,       6.071,
2015-09-15,       5.580,
2015-10-15,       5.250,
2015-11-15,       6.029,
2015-12-15,       5.265,
2016-01-15,       4.758,
2016-02-15,       3.798,
2016-03-15,       4.142,
2016-04-15,       3.453,
2016-05-15,       4.098,
2016-06-15,       4.666,
2016-08-15,       6.293,
2016-09-15,       8.872,
2016-10-15,       4.473,
2016-11-15,       6.195,
2016-12-15,       5.657,
2017-01-15,       4.946,
2017-02-15,       3.504,
2017-03-15,       4.082,
2017-04-15,       3.665,
2017-05-15,       3.828,
2017-06-15,       5.403,
2017-07-15,       7.033,
2017-08-15,       1.027,
2017-09-15,       6.582,
2017-10-15,      10.193,
2017-11-15,       6.409,
2017-12-15,       4.934,
2018-01-15,       4.297,
2018-02-15,       3.040,
2018-03-15,       3.508,
2018-04-15,       3.544,
2018-05-15,       3.276,
2018-06-15,       4.399,
2018-08-15,       7.918,
2018-09-15,       5.936,
2018-10-15,       5.720,
2018-11-15,       4.221,
2018-12-15,       6.851,
2019-01-15,       5.364,
2019-02-15,       6.379,
2019-03-15,       4.706,
2019-04-15,       3.624,
2019-05-15,       3.592,
2019-06-15,       3.962,
2019-07-15,       5.282,
2019-08-15,       6.687,
2019-09-15,       4.361,
2019-10-15,       6.817,
2019-11-15,       6.368,
2019-12-15,       5.385,
2020-01-15,       6.092,
2020-02-15,       5.720,
2020-03-15,       4.231,
2020-04-15,       3.706,
2020-05-15,       3.907,
2020-07-15,       4.638,
2020-09-15,       6.958,
2020-10-15,       8.168,
2020-11-15,       7.597,
2020-12-15,       5.229,
2021-01-15,       4.490,
2021-02-15,       3.927,
2021-03-15,       5.359,
2021-04-15,       4.019,
2021-05-15,       4.284,
2021-08-15,       3.299,
2021-09-15,      13.081,
2021-10-15,       8.040,
2021-11-15,       6.031,
2021-12-15,       5.925,
